Street;Number
TEHUELCHE;2374
ARIAS;608
BARTOLOME MITRE;1540
PJE NOYA;1669
A RODRIGUEZ;595
TTE ESTEVEZ;227
25 DE MAYO;2776
ALFEREZ A SANCHEZ;948
KOLEL KAIKE;29
ARISTIZABAL;2491
CACIQUE IBANEZ RUFINO;287
PJE AMELUNG;2839
SAENZ PENA;2422
CERRO BLANCO;668
BRASIL;2113
BUENOS AIRES;1621
PJE NOYA;115
9 DE JULIO;731
ORKEKE;2300
PATAGONIA;869
ORKEKE;690
MONS ALEMAN;1043
RECONQUISTA;568
A SUREDA;680
SAENZ PENA;1316
BENIGNO LAGO;333
BENITO TRESGUERRES;834
ALVEAR;2052
ALBERTO GINASTERA;2279
MAGALLANES;2168
ALBERDI;168
CRUCERO GRL BELGRANO;2918
ESPANA;2858
GDOR RAMON LISTA;2777
ALBERT SABIN;2554
ALBERT SABIN;2894
PJE VIRICAT;98
CRISTOBAL COLON;1082
PASEO DE LOS NAVEGANTES;1550
BELLA VISTA;6
ANTONIO SOTO;641
ARSENIO TUR;373
TRES LAGOS;863
ANTONIO BALADO;1332
AGUSTIN BORGHIALE;5
PAMPA ALTA;2010
PJE RVDO PDRE TARCISIO FANTIN;1362
JOSE BACH;499
AMERICA;827
SARMIENTO;32
PANAMA;1524
CORMORANES;1854
GRL SAN MARTIN;1491
GDOR RAMON LISTA;714
PJE COCCOZ;2189
CRUZ DEL SUR;2730
GRL SAN MARTIN;2551
RUTA NAC N 281;76
BENITO PEREZ GALDOS;2643
CABILDO;400
CHALTEN;2944
IGR PORTELA;1943
SAN JULIAN;23
TTE ESTEVEZ;2925
EUFRASIA ARIAS;2310
JOSE BACH;1272
ANTONIO MACHADO;237
DR RENE FAVALORO;752
ADOLFO BAQUIANO PAREJAS;1370
ALEJANDRO A BONINI;895
CRUCERO GRL BELGRANO;2844
ALBERTO WILLIAMS;1255
YUGOSLAVIA;2440
BARTOLOME MITRE;538
AMADO NERVO;967
ALBERTO GINASTERA;1137
BUENOS AIRES;968
DR AMERICO TOSELLO;792
BELLA VISTA;432
GRL SAN MARTIN;942
PEATONAL;2748
FITZ ROY;2718
BENITO TRESGUERRES;560
AYOHUMA;1917
RAMON SANTOS;305
JULIO ARGENTINO ROCA;340
BARTOLOME MITRE;1352
25 DE MAYO;2755
BONIFACIO CAMPOS;1090
BARTOLOME MITRE;2657
ARTURO H ILLIA;1674
ESPANA;2380
KOLEL KAIKE;1514
ALEJANDRO A BONINI;751
RUTA NAC N 281;399
CABILDO;330
17 DE OCTUBRE;1337
BUENOS AIRES;2760
A SUREDA;738
CMTE LUIS PIEDRABUENA;2910
RAMIRO RAMOS;823
PJE RVDO PDRE TARCISIO FANTIN;1336
ALBERTO JUAN BARK;53
CACIQUE IBANEZ RUFINO;2202
ABUELA PAREDES;1666
IGARZABAL;2573
PJE AMELUNG;2045
AGUSTIN BORGHIALE;2017
CALLE S N;2875
MAGALLANES;2323
PJE S N;2956
ALBERTO WILLIAMS;35
1 DE MAYO;316
ANTONIO BERNI;641
25 DE MAYO;205
IGARZABAL;719
2 DE ABRIL;1859
RVDO PADRE JOSE KOLTUN;1910
FASIOLI;2986
ALBERTO WILLIAMS;2216
GRL SAN MARTIN;2360
FORTIN SAN CARLOS;1709
ARTURO H ILLIA;1902
AVELLANEDA;1681
CORMORANES;2656
TTE ESTEVEZ;2214
ACONCAGUA;970
BAHIA BUEN SUCESO;203
A SUREDA;1129
MANUEL ESTRADA;2332
ALBERTO GINASTERA;131
FORTIN SAN CARLOS;2214
A C MURIEGA V DE BRUNETTI;955
PUERTO ARGENTINO;2191
ALBERTO GRILLO;1880
PUEYRREDON;301
CABILDO;2012
BENITO PEREZ GALDOS;1927
RIO GALLEGOS;338
AV PRES NESTOR C KIRCHNER;1705
EL CALAFATE;1232
LOS FERROVIARIOS;2521
ARIAS;1376
DON BOSCO;1240
MARTIN FIERRO;1206
BONIFACIO CAMPOS;495
PREFECTURA NAVAL ARGENTINA;2507
ATAHUALPA YUPANQUI;1020
13 DE JULIO;297
ANTARTIDA ARGENTINA;2442
COLONOS;1151
ANTONIO SOTO;354
PERITO MORENO;1701
ADOLFO IGLESIAS;1638
RIO COLORADO;2008
PJE AMELUNG;1004
BENITO QUINQUELA MARTIN;1662
BENITO TRESGUERRES;1746
ALBERTO GRILLO;2352
ARISTIZABAL;1955
LOS FERROVIARIOS;989
A SUREDA;1569
SARMIENTO;1853
BRASIL;1363
PORTUGAL;1850
FARO PINGUINO;1275
RIO COLORADO;2138
BAHIA AGUIRRE;1926
DR RENE FAVALORO;1404
AMEGHINO;1811
AYOHUMA;2307
GDOR GREGORES;1626
13 DE JULIO;601
PASEO DE LOS NAVEGANTES;1411
MAGALLANES;2114
LAS HERAS;915
GDOR RAMON LISTA;1823
ANTONIO BALADO;1268
A RODRIGUEZ;526
ALBERT EINSTEIN;1859
CORMORANES;83
MALVINAS;2646
PJE S N;2063
CACIQUE CASIMIRO BIGUA;534
CALLE S N;1004
PJE AMELUNG;118
PATAGONIA;2477
CACHO VASQUEZ;81
ANTARTIDA ARGENTINA;2054
A SUREDA;23
GRL SAN MARTIN;305
PREFECTURA NAVAL ARGENTINA;2690
CACHO VASQUEZ;1194
ALBERT EINSTEIN;2303
SARMIENTO;1686
ANGEL BANCIELLA;915
PORTUGAL;486
GDOR GREGORES;2236
PROVINCIAS UNIDAS;213
BENITO PEREZ GALDOS;2805
ARTURO H ILLIA;1318
BAHIA LAURA;358
PUEYRREDON;1499
ARTURO W FENTON;518
SARMIENTO;309
AMERICA;534
BAHIA LAURA;2385
PJE NOYA;2644
DON BOSCO;2126
ANTONIO BALADO;164
LOS FERROVIARIOS;966
BENITO QUINQUELA MARTIN;893
ALBERT SABIN;1419
VAPOR LOIRE;1543
ANTONIO BALADO;2963
9 DE JULIO;748
BAHIA BUEN SUCESO;2462
GDOR PARADELO;1487
SAENZ PENA;921
RIO GALLEGOS;2356
CALLE S N;577
RUTA NAC N 281;2491
AFRICA;976
PROVINCIAS UNIDAS;1265
BARTOLOME MITRE;675
A GARDINER;2971
BARTOLOME PEREZ;1323
GDOR PARADELO;2114
PJE S N;1114
ALBERTO JUAN BARK;2568
ABUELA PAREDES;564
SGT CABRAL;1988
13 DE JULIO;1070
CHALTEN;394
CRISTOBAL COLON;2939
ANGEL CARNOTA;230
BAHIA LAURA;1098
ATAHUALPA YUPANQUI;1991
ORKEKE;328
AV ASTURIAS;1881
A SUREDA;127
BAHIA LAURA;99
PESCADORES;2634
MAIPU;2335
ARTURO H ILLIA;2146
ANGEL CARNOTA;2510
PJE NOYA;1390
CACIQUE POCON;2742
ALBERT SABIN;2774
ALMTE BROWN;2409
ITALIA;1496
ALBERDI;2216
9 DE JULIO;2457
MONS ALEMAN;2471
CABO PRIM VICTOR GUERRERO;1590
MALVINAS;1598
MARIANO MORENO;610
PJE S N;282
RIO COLORADO;796
PJE S N;1493
SAN JULIAN;2879
A SUREDA;289
ALEJANDRO A BONINI;1003
CACHO VASQUEZ;2776
ANGELA BRUNETTI;2383
BUENOS AIRES;387
FORTIN SAN CARLOS;1108
ALFONSINA STORNI;1379
MAGALLANES;1447
25 DE MAYO;779
KOLEL KAIKE;989
ADOLFO IGLESIAS;2458
ABUELA PAREDES;390
17 DE OCTUBRE;318
CACIQUE YATEL;1744
PJE S N;2714
A SUREDA;2757
CHALTEN;2436
CRUCERO GRL BELGRANO;2266
ALEJANDRO A BONINI;1854
ALMTE BROWN;134
EUFRASIA ARIAS;1139
KOLEL KAIKE;1153
AMEGHINO;1193
FORTIN SAN CARLOS;2081
PJE RVDO PDRE TARCISIO FANTIN;1150
ALBERT EINSTEIN;1062
PASEO DE LOS NAVEGANTES;254
ALMTE BROWN;2534
25 DE MAYO;318
PROVINCIAS UNIDAS;313
A GARDINER;2614
EL CALAFATE;1526
AMERICA;1380
RIVADAVIA;1087
MARIANO MORENO;2530
CACIQUE YATEL;1012
DESEADO;725
SAENZ PENA;1482
PJE LORENZO WINTER;1687
CACIQUE IBANEZ RUFINO;621
PUEYRREDON;1534
ALEJANDRO SOLAR;952
ARIAS;495
PICO TRUNCADO;2710
ANTONIO MANZONI;279
GRL SAN MARTIN;1744
BRASIL;1242
CALLE S N;1324
PJE JENKINS;2156
SANTA CRUZ;2423
RIO TURBIO;2257
GDOR GREGORES;1940
CRISTOBAL COLON;2256
ANTARTIDA ARGENTINA;1985
BENITO PEREZ GALDOS;1695
DON BOSCO;2174
DR ANGEL OYOLI;1246
JOSE BACH;2315
PJE S N;2169
CRISTOBAL COLON;1168
PERITO MORENO;478
DESEADO;233
ALBERTO WILLIAMS;151
25 DE MAYO;2771
PEATONAL;1064
ALMTE BROWN;126
ANTONIO BALADO;969
BENITO PEREZ GALDOS;1067
RIO COLORADO;682
MARTIN FIERRO;651
MAIPU;1320
SANTA CRUZ;2781
CERRO BLANCO;2073
PJE NOYA;1006
LOS FERROVIARIOS;2235
LOS ANTIGUOS;1198
PJE S N;432
IGR BRIANO;99
ALEJANDRO A BONINI;765
ANTARTIDA ARGENTINA;2167
ALCORTA;2664
IGR BRIANO;103
DR ANGEL OYOLI;2376
CERRO BLANCO;1264
ANTONIO BERUTTI;1159
PAMPA ALTA;1447
JULIA DE LOPEZ;1667
GDOR RAMON LISTA;644
GRL SAN MARTIN;1495
ADOLFO BAQUIANO PAREJAS;683
19 DE DICIEMBRE;1466
CACIQUE POCON;161
VENEZUELA;2828
RECONQUISTA;1612
ACONCAGUA;1569
LAGO DEL DESIERTO;1526
RAMIRO RAMOS;1474
YUGOSLAVIA;1762
ALBERDI;237
PATAGONIA;2493
PAMPA ALTA;651
EUFRASIA ARIAS;242
PJE S N;1049
ALMAFUERTE;364
A SUREDA;1592
TEHUELCHE;146
MAGALLANES;735
SAN JULIAN;2301
PJE DUJON;1421
RECONQUISTA;1595
BENITO QUINQUELA MARTIN;718
ARISTIZABAL;2444
ALCORTA;1115
GDOR GREGORES;217
ANGEL CARNOTA;2212
CMTE LUIS PIEDRABUENA;443
ANTONIO SOTO;2437
ALBERT EINSTEIN;2268
CERRO BLANCO;484
ALFRED NOBEL;90
FACON GRANDE;1253
MONS ALEMAN;275
ANTONIO RIVERO;938
GRL SAN MARTIN;1870
BELL GRAHAM;1501
IGR PORTELA;449
A GARDINER;939
GRL SAN MARTIN;365
LOS FERROVIARIOS;1410
PEATONAL;1143
20 DE JUNIO;1349
BAHIA BUEN SUCESO;880
ANTONIO ALVAREZ JONTE;393
CMTE LUIS PIEDRABUENA;1231
SGT CABRAL;2901
ABUELA PAREDES;373
17 DE OCTUBRE;2425
PANAMA;569
PJE VIRICAT;2467
BARTOLOME MITRE;2990
RIO TURBIO;1515
RIO GALLEGOS;1189
ALFRED NOBEL;2895
MONS ALEMAN;1265
DR RENE FAVALORO;1517
RIO COLORADO;1247
YUGOSLAVIA;2894
ANTONIO BERNI;1807
BARTOLOME PEREZ;1708
ALBERTO GRILLO;2283
COLONOS;2822
RVDO PADRE JOSE KOLTUN;489
BENIGNO LAGO;2228
BENITO TRESGUERRES;590
ANTONIO BERNI;41
ARIAS;935
BARTOLOME MITRE;1068
ANTONIO BERNI;1248
ALBERTO ENCINAS;900
A GARDINER;1504
DON BOSCO;1836
PJE AMELUNG;1459
RUTA NAC N 281;860
JOSE BACH;1615
ITALIA;2873
ALCORTA;2685
A FADUL LAVAQUE;171
DON BOSCO;1829
A FADUL LAVAQUE;69
CACIQUE CAPIPE;1802
FACON GRANDE;2899
20 DE JUNIO;141
LOS ANTIGUOS;2131
CALLE S N;1822
ALBERTO GRILLO;1056
ARIAS;456
SANTA CRUZ;2387
ARTURO H ILLIA;1100
ANTONIO MANZONI;1002
COMODORO PY;2039
ALBERTO GRILLO;1177
ALVEAR;554
GDOR PARADELO;1981
COMODORO PY;1999
PJE S N;1089
PJE S N;1854
BENITO TRESGUERRES;159
PJE RVDO PDRE TARCISIO FANTIN;250
EUFRASIA ARIAS;2251
AV PRES NESTOR C KIRCHNER;1347
PROVINCIAS UNIDAS;1775
CACIQUE CAPIPE;1749
PANAMA;2805
JULIO ARGENTINO ROCA;68
AFRICA;1767
ALBERTO JUAN BARK;2443
BATALLA DE PUERTO ARGENTINO;1244
BAHIA BUEN SUCESO;2328
PJE NOYA;612
GDOR PARADELO;2806
SAENZ PENA;442
PJE S N;249
ATAHUALPA YUPANQUI;2679
ADOLFO IGLESIAS;2408
RIO TURBIO;236
DR AMERICO TOSELLO;2652
PJE S N;642
ADOLFO BAQUIANO PAREJAS;903
AFRICA;2605
AGUSTIN BORGHIALE;1942
ARSENIO TUR;1700
FASIOLI;2950
ALVEAR;771
ALVEAR;2138
TEHUELCHE;2552
DR AMERICO TOSELLO;1393
CACIQUE POCON;1808
ALMTE BROWN;744
CACIQUE IBANEZ RUFINO;1276
BENITO QUINQUELA MARTIN;1806
MINERALES;508
20 DE JUNIO;933
CACIQUE YATEL;2837
ALBERTO GINASTERA;592
CHALTEN;2887
9 DE JULIO;2411
PANAMA;1451
MARTIN FIERRO;609
ANTONIO MANZONI;2929
CABILDO;106
ARSENIO TUR;840
PJE S N;1898
ANGEL CARNOTA;753
ALBERTO GRILLO;2700
ALFEREZ A SANCHEZ;2815
AMERICA;1206
SANTA CRUZ;2017
9 DE JULIO;307
RIO GALLEGOS;8
TEHUELCHE;2741
CRUZ DEL SUR;875
PJE AMELUNG;1566
VAPOR LOIRE;632
BENIGNO LAGO;1330
DR AMERICO TOSELLO;57
FARO PINGUINO;874
ALFEREZ A SANCHEZ;1532
CACIQUE CAPIPE;1249
2 DE ABRIL;2867
RIO TURBIO;851
A SUREDA;1919
ARSENIO TUR;1874
ALMTE BROWN;589
FACON GRANDE;125
ARTURO H ILLIA;1655
RAMON SANTOS;1257
AV ASTURIAS;2533
RUTA NAC N 281;2328
DR ANGEL OYOLI;2367
ALBERTO GRILLO;1126
FARO PINGUINO;661
A BUSTAMANTE;2528
PJE JENKINS;2143
FACON GRANDE;862
A RODRIGUEZ;1655
ABUELA PAREDES;1873
FITZ ROY;1294
CACHO VASQUEZ;220
PJE S N;678
SARMIENTO;484
PJE RVDO PDRE TARCISIO FANTIN;1306
CORMORANES;722
DESEADO;347
9 DE JULIO;1277
ALFEREZ A SANCHEZ;1491
RAMON SANTOS;1787
ANTONIO BALADO;1813
VENEZUELA;2815
1 DE MAYO;381
LOS ANTIGUOS;812
ALBERTO ENCINAS;44
TELLIER;2101
CRUZ DEL SUR;2847
SGT CABRAL;1846
AMADO NERVO;1708
BARTOLOME MITRE;166
PREFECTURA NAVAL ARGENTINA;1681
MARIANO MORENO;1771
PROVINCIAS UNIDAS;675
ALEJANDRO A BONINI;498
LOS ANTIGUOS;2670
19 DE DICIEMBRE;2128
ANTONIO MACHADO;1963
ANTONIO BERNI;1433
19 DE DICIEMBRE;2847
PJE RVDO PDRE TARCISIO FANTIN;1456
PATAGONIA;17
COLONOS;1907
DR ANGEL OYOLI;284
AV PRES NESTOR C KIRCHNER;365
AMEGHINO;2440
PJE NOYA;319
COLONOS;2825
17 DE OCTUBRE;124
RECONQUISTA;1507
CABO BUEN TIEMPO;1761
PORTUGAL;2408
CABO PRIM VICTOR GUERRERO;1903
A GARDINER;2309
ESPANA;136
MALVINAS;1845
ARTURO H ILLIA;1152
BUENOS AIRES;1777
VAPOR LOIRE;314
FASIOLI;1845
ARIAS;2896
ATAHUALPA YUPANQUI;593
TTE ESTEVEZ;2810
13 DE JULIO;2545
PJE S N;1622
PROVINCIAS UNIDAS;358
ADOLFO BAQUIANO PAREJAS;1554
FASIOLI;423
ALFRED NOBEL;2331
CALLE S N;199
CACIQUE CASIMIRO BIGUA;1247
FITZ ROY;504
GDOR PARADELO;1565
COLONOS;1755
GDOR PARADELO;841
BARTOLOME PEREZ;2855
SGT CABRAL;2624
FITZ ROY;1791
DR AMERICO TOSELLO;505
CABO PRIM VICTOR GUERRERO;2679
GRL SAN MARTIN;182
AFRICA;2180
BARTOLOME MITRE;151
CABILDO;2785
LAGO DEL DESIERTO;1775
ANTONIO MANZONI;362
ANTONIO SOTO;809
BENITO QUINQUELA MARTIN;1996
CACIQUE POCON;1858
DON BOSCO;1313
ANTONIO RIVERO;1485
ADOLFO BAQUIANO PAREJAS;1566
ANTONIO BALADO;2118
PJE RVDO PDRE TARCISIO FANTIN;968
ALFONSO BRIGANDO;340
ESPANA;1272
ALEJANDRO SOLAR;278
PREFECTURA NAVAL ARGENTINA;1236
AMEGHINO;2438
AMADO NERVO;2466
ANTONIO ALVAREZ JONTE;2257
GDOR PARADELO;2770
ORKEKE;2458
CERRO BLANCO;2486
VENEZUELA;2588
ANTARTIDA ARGENTINA;104
ANTONIO MACHADO;2915
A C MURIEGA V DE BRUNETTI;1799
ARTURO W FENTON;965
CRUCERO GRL BELGRANO;322
FORTIN SAN CARLOS;2510
13 DE JULIO;42
CMTE LUIS PIEDRABUENA;1524
BARTOLOME PEREZ;412
RIO COLORADO;2107
ANGEL VICENTE PENALOZA;2807
GRL SAN MARTIN;2314
GRL SAN MARTIN;1984
ALCORTA;1848
BONIFACIO CAMPOS;989
ARTURO H ILLIA;1466
BAHIA AGUIRRE;2579
DR RENE FAVALORO;2198
PJE COCCOZ;955
ITALIA;2629
TELLIER;1037
EL CALAFATE;764
RECONQUISTA;1032
IGARZABAL;1884
1 DE MAYO;1204
BARTOLOME PEREZ;2582
ALMTE BROWN;1095
ALCORTA;1823
ANGEL BANCIELLA;576
SARMIENTO;1295
VAPOR LOIRE;1730
COLONOS;2144
PJE S N;30
ARIAS;42
JARAMILLO;259
RUTA NAC N 281;1464
TELLIER;649
PJE S N;70
CRISTOBAL COLON;846
RAMIRO RAMOS;183
ALBERTO JUAN BARK;2139
CABO PRIM VICTOR GUERRERO;2936
RIO TURBIO;911
SARMIENTO;2210
EUFRASIA ARIAS;11
DR ANGEL OYOLI;177
PJE VIRICAT;972
AFRICA;1931
A SUREDA;2423
GRL SAN MARTIN;643
AFRICA;1828
ADOLFO BAQUIANO PAREJAS;2333
DR FERNANDEZ;549
PANAMA;2259
PJE NOYA;1487
BELL GRAHAM;368
CACIQUE IBANEZ RUFINO;2554
ANGEL VICENTE PENALOZA;1527
ALVEAR;1063
ADOLFO BAQUIANO PAREJAS;2862
ANTONIO BALADO;442
BENITO TRESGUERRES;1822
AMADO NERVO;349
CRUCERO GRL BELGRANO;2440
PJE NOYA;2345
GDOR RAMON LISTA;91
PJE LORENZO WINTER;1851
ATAHUALPA YUPANQUI;2273
BELL GRAHAM;112
SARMIENTO;2157
LAGO DEL DESIERTO;351
ACONCAGUA;2882
GRL SAN MARTIN;967
DR FERNANDEZ;1050
PJE NOYA;1892
RVDO PADRE JOSE KOLTUN;1755
ANTARTIDA ARGENTINA;1920
FARO PINGUINO;140
TONINA;1045
ALBERT SABIN;1124
LAS HERAS;871
TONINA;898
PJE RVDO PDRE TARCISIO FANTIN;443
CRISTOBAL COLON;575
ALEJANDRO SOLAR;2547
PJE VIRICAT;1961
LOS FERROVIARIOS;2767
CALLE S N;392
ROSA DE WILSON;397
IGR PORTELA;1082
PJE RVDO PDRE TARCISIO FANTIN;1120
PJE VIRICAT;253
PJE S N;1480
BAHIA BUEN SUCESO;1798
17 DE OCTUBRE;302
TELLIER;2168
BENITO QUINQUELA MARTIN;1138
RIO GALLEGOS;2685
DESEADO;1436
RIVADAVIA;2086
ALBERTO GINASTERA;1051
GDOR GREGORES;360
TRES LAGOS;237
BATALLA DE PUERTO ARGENTINO;1860
ALFEREZ A SANCHEZ;1195
TEHUELCHE;1460
ANTONIO RIVERO;1647
ANTONIO BALADO;254
COLONOS;2210
ANTONIO BERNI;2470
AMADO NERVO;1531
PEATONAL;2645
BARTOLOME MITRE;857
LAGO ARGENTINO;2382
25 DE MAYO;1972
MALVINAS;2695
ADOLFO IGLESIAS;2829
RAMON SANTOS;1385
CACIQUE IBANEZ RUFINO;1306
FASIOLI;654
ALFRED NOBEL;2414
SAENZ PENA;2788
ALFONSO BRIGANDO;908
TONINA;433
9 DE JULIO;1743
VAPOR LOIRE;2089
CRUZ DEL SUR;521
1 DE MAYO;2984
RAMIRO RAMOS;2954
ALFONSINA STORNI;1798
SAN JULIAN;2787
PUERTO ARGENTINO;2004
PASEO DE LOS NAVEGANTES;2514
GDOR PARADELO;1005
RIVADAVIA;1713
ABUELA PAREDES;1081
FASIOLI;951
13 DE JULIO;1775
CACIQUE IBANEZ RUFINO;1331
BENITO PEREZ GALDOS;2307
PAMPA ALTA;943
ARTURO H ILLIA;243
SARMIENTO;2189
JULIA DE LOPEZ;1016
RUTA NAC N 281;1621
RAMIRO RAMOS;1432
ANGEL BANCIELLA;2676
CACHO VASQUEZ;2616
ANGEL BANCIELLA;2665
ALBERTO ENCINAS;276
MARTIN FIERRO;654
PJE VIRICAT;2464
DR ANGEL OYOLI;2778
CABILDO;2229
MANUEL ESTRADA;836
LOS ANTIGUOS;2566
ANTONIO BALADO;1937
TTE ESTEVEZ;2159
DR AMERICO TOSELLO;1040
PJE S N;1124
IGR PORTELA;858
ALBERDI;2172
CACIQUE IBANEZ RUFINO;230
ADOLFO IGLESIAS;157
BENIGNO LAGO;2852
MARIANO MORENO;2529
CRUCERO GRL BELGRANO;1019
A GARDINER;2265
CABO PRIM VICTOR GUERRERO;1685
PJE RVDO PDRE TARCISIO FANTIN;2272
VENEZUELA;2563
CRISTOBAL COLON;2313
1 DE MAYO;173
RIO GALLEGOS;2474
BENITO QUINQUELA MARTIN;1077
A BUSTAMANTE;390
ANTONIO MANZONI;574
ALBERTO JUAN BARK;2358
AYOHUMA;181
BATALLA DE PUERTO ARGENTINO;2810
ATAHUALPA YUPANQUI;221
GRL SAN MARTIN;303
CMTE LUIS PIEDRABUENA;1730
PJE LORENZO WINTER;575
A BUSTAMANTE;1380
ANGEL CARNOTA;563
ANGELA BRUNETTI;2470
ESPANA;845
ALBERDI;1322
ALFEREZ A SANCHEZ;955
ALBERTO GINASTERA;764
MINERALES;1888
BATALLA DE PUERTO ARGENTINO;1052
GRL SAN MARTIN;827
ALEJANDRO SOLAR;1885
CORMORANES;1709
RIO COLORADO;1215
IGR BRIANO;2048
ALBERTO ENCINAS;2717
SARMIENTO;1846
ANTONIO BERNI;670
MARTIN FIERRO;952
ALFONSINA STORNI;1664
CACIQUE POCON;165
LAS HERAS;1319
CACIQUE CASIMIRO BIGUA;1715
A FADUL LAVAQUE;663
COMODORO PY;874
ALEJANDRO A BONINI;2676
ORKEKE;1761
17 DE OCTUBRE;2141
ARTURO W FENTON;109
CABO PRIM VICTOR GUERRERO;1389
AYOHUMA;2373
TEHUELCHE;2092
PREFECTURA NAVAL ARGENTINA;1782
JOSE BACH;1658
A BUSTAMANTE;932
PJE VIRICAT;179
ROSA DE WILSON;1483
CORMORANES;1657
ANTARTIDA ARGENTINA;652
GDOR RAMON LISTA;2323
SGT CABRAL;1625
ALMTE BROWN;1495
ALBERTO GRILLO;980
ACONCAGUA;2099
MONS ALEMAN;1818
AV ASTURIAS;1592
A SUREDA;1040
AV PRES NESTOR C KIRCHNER;553
ORKEKE;2946
ALBERTO JUAN BARK;220
TRES LAGOS;1252
BAHIA BUEN SUCESO;2538
KOLEL KAIKE;1886
BENITO PEREZ GALDOS;1834
COLONOS;537
25 DE MAYO;1945
ALBERTO GINASTERA;887
ALFRED NOBEL;1727
COLONOS;894
ARISTIZABAL;469
CORMORANES;2327
BENIGNO LAGO;2398
PJE S N;2249
RECONQUISTA;1129
MAGALLANES;2191
ARTURO H ILLIA;2607
LAGO DEL DESIERTO;2016
ALMTE BROWN;1584
RIO COLORADO;879
FORTIN SAN CARLOS;2889
ANTONIO RIVERO;2303
ALBERT SABIN;2556
A RODRIGUEZ;508
A FADUL LAVAQUE;480
MANUEL ESTRADA;2950
ALBERTO ENCINAS;1900
GRL SAN MARTIN;220
AYOHUMA;717
FORTIN SAN CARLOS;2260
ANTONIO RIVERO;1630
ANTONIO MANZONI;2576
ALBERTO JUAN BARK;2518
A RODRIGUEZ;1864
EUFRASIA ARIAS;1889
AYOHUMA;2774
PJE DUJON;1571
ALFEREZ A SANCHEZ;796
PERITO MORENO;1669
PJE S N;1131
A GARDINER;1999
PJE COCCOZ;410
EUFRASIA ARIAS;995
CHALTEN;2005
BUENOS AIRES;1228
SAENZ PENA;2053
SGT CABRAL;1572
13 DE JULIO;1862
CABILDO;1810
JULIA DE LOPEZ;1813
LAGO DEL DESIERTO;47
CACIQUE YATEL;1276
AMADO NERVO;1156
PICO TRUNCADO;2598
TTE ESTEVEZ;488
ANTONIO RIVERO;2997
PJE S N;2787
CABO PRIM VICTOR GUERRERO;219
PESCADORES;1320
COLONOS;2313
ALBERTO WILLIAMS;2208
PJE VIRICAT;1525
ANTONIO MANZONI;1710
ALMAFUERTE;2494
PJE RVDO PDRE TARCISIO FANTIN;1078
PERITO MORENO;2118
ANTONIO MANZONI;2225
IGARZABAL;2799
JOSE BACH;2971
ALBERT SABIN;1180
PJE NOYA;2659
RUTA NAC N 281;1326
ARISTIZABAL;1658
ANTONIO BERNI;286
ALBERTO GINASTERA;2980
A C MURIEGA V DE BRUNETTI;660
19 DE DICIEMBRE;443
SARMIENTO;2014
RVDO PADRE JOSE KOLTUN;2216
ALMTE BROWN;989
AV ASTURIAS;2781
PAMPA ALTA;327
TEHUELCHE;1391
CACIQUE POCON;586
IGR PORTELA;1017
BENITO PEREZ GALDOS;2763
A BUSTAMANTE;763
A GARDINER;2391
CACIQUE IBANEZ RUFINO;2173
RVDO PADRE JOSE KOLTUN;2239
DR AMERICO TOSELLO;33
CRISTOBAL COLON;2920
RIO GALLEGOS;1846
2 DE ABRIL;2828
FARO PINGUINO;1918
ALBERTO ENCINAS;734
RAMON SANTOS;1520
PJE S N;1663
CABO PRIM VICTOR GUERRERO;107
MANUEL ESTRADA;1386
ADOLFO IGLESIAS;2712
BENITO TRESGUERRES;247
ALFRED NOBEL;2840
LOS FERROVIARIOS;2272
GDOR PARADELO;2827
ATAHUALPA YUPANQUI;2337
PJE VIRICAT;2883
FITZ ROY;2395
ANTONIO MANZONI;1459
PJE S N;2161
RVDO PADRE JOSE KOLTUN;2413
TONINA;348
FITZ ROY;270
CACIQUE CASIMIRO BIGUA;2576
BAHIA LAURA;536
MONS ALEMAN;1518
CACIQUE CAPIPE;799
YUGOSLAVIA;2622
EUFRASIA ARIAS;1180
AMEGHINO;2038
BAHIA AGUIRRE;2953
LOS ANTIGUOS;607
9 DE JULIO;45
ARTURO W FENTON;2261
A BUSTAMANTE;1479
PERITO MORENO;1715
ALBERTO GRILLO;1443
ANGEL CARNOTA;613
BRASIL;243
ALBERTO ENCINAS;315
EUFRASIA ARIAS;1128
ALMTE BROWN;105
TTE ESTEVEZ;8
FACON GRANDE;1515
PJE AMELUNG;2060
FITZ ROY;473
A GARDINER;396
YUGOSLAVIA;2442
RAMIRO RAMOS;1271
ANGEL VICENTE PENALOZA;1923
AFRICA;2694
PJE RVDO PDRE TARCISIO FANTIN;2382
CHALTEN;49
SGT CABRAL;1095
RIO TURBIO;335
PORTUGAL;2821
A BUSTAMANTE;2317
SARMIENTO;889
RUTA NAC N 281;2655
PESCADORES;1176
GDOR PARADELO;2277
CACIQUE CAPIPE;2909
ANTONIO BALADO;2731
LOS ANTIGUOS;2766
ALVEAR;2552
CMTE LUIS PIEDRABUENA;2839
ANGEL BANCIELLA;1703
A C MURIEGA V DE BRUNETTI;2328
17 DE OCTUBRE;2528
TEHUELCHE;925
ARIAS;1876
PAMPA ALTA;1942
CACIQUE CAPIPE;131
ALBERTO ENCINAS;2591
PICO TRUNCADO;2849
A SUREDA;2664
ABUELA PAREDES;2163
PESCADORES;927
RECONQUISTA;1712
AV PRES NESTOR C KIRCHNER;1123
